_id,grower_farm_field,crop_name,experiment_id
6099bec249951d69a7896ba4,steve hunter_cameta_peanut patch,CORN,capture 7
6099b1d7f0b97b5326418012,dunn farms_morgan city_MO-7,CORN,capture 5
6099e5075fa7db20cf728954,whitaker_germania_1,CORN,capture 2
609a3229614500f7b7a8dc6d,robert price_home place_2,CORN,capture 2
60998d97a0dd58ff892c0f17,steve hunter_cameta_hwy north,CORN,capture1
60996e9849951d69a78955a3,RA Pickens_holmes farm_lagoon,CORN,capture 6
60998efe05b0a45ef5bf0e26,steve hunter_cameta_hwy north,CORN,capture 5
609969683f810ceb80e15791,ra pickens_airport_bridewell,CORN,capture 5
609a4574e4b1da4cf4fcc3df,robert price_home place_2,CORN,capture 7
6099eba5f0b97b5326418c8c,dunn farms_morgan city_MO-4,CORN,capture 5
609a1d310bc938007c880797,robert price_home place_1,CORN,capture 1
609a019e9928da46f292f0d4,robert price_home place_1,CORN,capture 5
609964151bd5a08868a9bf35,ra pickens_airport_bridewell,CORN,capture 2
609a60f9f0b97b532641bcfe,robert price_home place_2,CORN,capture 4
6099941005b0a45ef5bf121d,steve hunter_cameta_peanut patch,CORN,capture 9
609979a0ce890fdcde91cc87,steve hunter_cameta_gin,CORN,capture2
609a07895fa7db20cf72a6a1,whitaker_germania_1,CORN,capture 6
609970dfa0dd58ff892c041d,RA Pickens_holmes farm_lagoon,CORN,capture 6
60998ba24b8ae01e6b49255a,ra pickens_airport_bridewell,CORN,capture 8
609a1219614500f7b7a8c76b,whitaker_germania_1,CORN,capture 9
6099a945eac18e126bd22f53,dunn farms_morgan city_MO-4,CORN,capture 4
60995627614500f7b7a87877,RA Pickens_holmes farm_lagoon,CORN,capture 9
609984fe1c88d3e708cc400d,steve hunter_cameta_peanut patch,CORN,capture 5
6099f724b45aada9abdc113d,dunn farms_morgan city_MO-7,CORN,capture 4
6099aa618402336407c9fc47,steve hunter_cameta_gin,CORN,capture1
6099b081e4b1da4cf4fc8f02,dunn farms_morgan city_MO-6,CORN,capture 6
6099729e4b8ae01e6b491976,steve hunter_cameta_gin,CORN,capture6
6099aa55c2088f9a8486c9ca,dunn farms_morgan city_MO-6,CORN,capture 4
60997d041f8db579049860f3,ra pickens_airport_bridewell,CORN,capture 5
60997e15e4b1da4cf4fc7c1c,steve hunter_cameta_gin,CORN,capture2
609a1b103b89e106ce1048f5,whitaker_germania_1,CORN,capture 6
6099b10ec2088f9a8486cc93,dunn farms_morgan city_MO-4,CORN,capture 9
60995b821bd5a08868a9bcba,RA Pickens_holmes farm_lagoon,CORN,capture 5
60995a06e4b1da4cf4fc6e14,ra pickens_airport_bridewell,CORN,capture1
6099aaf249951d69a78965bb,dunn farms_morgan city_MO-4,CORN,capture 5
6099875f4b8ae01e6b492370,steve hunter_cameta_hwy north,CORN,capture 4
60997d1249951d69a7895964,dunn farms_morgan city_MO-6,CORN,capture 3
60999eec6fcd03c99b2c8fe4,dunn farms_morgan city_MO-7,CORN,capture 5
6099a5ec614500f7b7a898eb,dunn farms_morgan city_MO-6,CORN,capture 1
609a1e84f0b97b532641a409,robert price_home place_2,CORN,capture 1
609a1474f2b85e53b5b9d360,whitaker_germania_1,CORN,capture1
609a23801c88d3e708cc7257,robert price_home place_1,CORN,capture 2
60997856c2088f9a8486b7a2,steve hunter_cameta_hwy north,CORN,capture 5
6099541d387a19a3fc5434bb,RA Pickens_holmes farm_lagoon,CORN,capture 9
609969a1abbf6c1500949c9b,ra pickens_airport_bridewell,CORN,capture 3
6099965f4b8ae01e6b492b3c,dunn farms_morgan city_MO-6,CORN,capture 3
6099f8999a144e609c4d8c2c,dunn farms_morgan city_MO-7,CORN,capture 1
6099ffc03871ac77fd1cb480,dunn farms_morgan city_MO-4,CORN,capture 3
6099ea0a3f810ceb80e18474,whitaker_germania_1,CORN,capture 7
6099b738c2088f9a8486cf50,dunn farms_morgan city_MO-7,CORN,capture 3
6099891e49b67eae13599dba,steve hunter_cameta_gin,CORN,capture2
6099e828b45aada9abdc05b0,robert price_home place_1,CORN,capture 1
6099a5aace890fdcde91d9ca,dunn farms_morgan city_MO-4,CORN,capture 1
6099f22cce890fdcde91eb3c,dunn farms_morgan city_MO-7,CORN,capture 8
609a07bfa0dd58ff892c3a83,robert price_home place_1,CORN,capture 1
609999821f8db57904986be4,steve hunter_cameta_peanut patch,CORN,capture 1
609a08a1f2b85e53b5b9c74a,dunn farms_morgan city_MO-7,CORN,capture 1
6099f1d89928da46f292e22f,dunn farms_morgan city_MO-4,CORN,capture 7
60997015e4b1da4cf4fc7698,steve hunter_cameta_peanut patch,CORN,capture 2
609953feeac18e126bd2106c,RA Pickens_holmes farm_lagoon,CORN,capture 1
6099af461c88d3e708cc4e27,steve hunter_cameta_peanut patch,CORN,capture 7
60998877ce890fdcde91d0e8,dunn farms_morgan city_MO-6,CORN,capture 1
6099867805b0a45ef5bf0a70,steve hunter_cameta_gin,CORN,capture1
609a077d614500f7b7a8bfb1,whitaker_germania_1,CORN,capture1
60995d396fcd03c99b2c6f32,RA Pickens_holmes farm_lagoon,CORN,capture 1
609a024fb45aada9abdc1b2e,robert price_home place_1,CORN,capture 9
60998bd68402336407c9f31d,steve hunter_cameta_gin,CORN,capture1
609957bb614500f7b7a878f0,ra pickens_airport_bridewell,CORN,capture 5
609a03af9928da46f292f2a0,dunn farms_morgan city_MO-4,CORN,capture 7
6099553dabbf6c15009496de,RA Pickens_holmes farm_lagoon,CORN,capture 2
60996815614500f7b7a87fa1,steve hunter_cameta_hwy north,CORN,capture2
6099a6911f8db57904986faa,dunn farms_morgan city_MO-4,CORN,capture 7
609952511bd5a08868a9b9e6,RA Pickens_holmes farm_lagoon,CORN,capture 5
6099efad0bc938007c87dbb9,whitaker_germania_1,CORN,capture 5
6099f0f8ce890fdcde91ea7c,dunn farms_morgan city_MO-7,CORN,capture 9
609958d4c2088f9a8486aab4,steve hunter_cameta_hwy north,CORN,capture3
6099ade9c2088f9a8486cb3b,dunn farms_morgan city_MO-6,CORN,capture 5
609a0c68ce890fdcde91f838,dunn farms_morgan city_MO-4,CORN,capture 7
6099752e49b67eae13599498,steve hunter_cameta_peanut patch,CORN,capture 5
60996b353145001c8a89a4ee,RA Pickens_holmes farm_lagoon,CORN,capture 4
6099b088387a19a3fc5460de,dunn farms_morgan city_MO-6,CORN,capture 9
6099b4be49951d69a78968c8,dunn farms_morgan city_MO-4,CORN,capture 6
609994cb3145001c8a89b402,steve hunter_cameta_gin,CORN,capture4
6099fd0e614500f7b7a8b6ff,robert price_home place_1,CORN,capture 5
609a11765fa7db20cf72b060,robert price_home place_2,CORN,capture 1
6099e531c2088f9a8486d789,dunn farms_morgan city_MO-7,CORN,capture 3
6099879b3871ac77fd1c936c,steve hunter_cameta_hwy north,CORN,capture 5
6099543d4b8ae01e6b490bdd,RA Pickens_holmes farm_lagoon,CORN,capture 4
60997caa4b8ae01e6b491e6f,ra pickens_airport_bridewell,CORN,capture 7
609974f13145001c8a89a805,RA Pickens_holmes farm_lagoon,CORN,capture 9
6099fa800bc938007c87e4ad,dunn farms_morgan city_MO-4,CORN,capture 7
609a00b3eac18e126bd24b8c,robert price_home place_1,CORN,capture 2
60999925eac18e126bd22aaf,steve hunter_cameta_gin,CORN,capture5
609a3dc35fa7db20cf72d56c,robert price_home place_2,CORN,capture 2
6099803de4b1da4cf4fc7d30,dunn farms_morgan city_MO-6,CORN,capture 2
6099a5206fcd03c99b2c91c8,dunn farms_morgan city_MO-7,CORN,capture 5
60996a373145001c8a89a49a,steve hunter_cameta_gin,CORN,capture2
609a02aeef136efa02bed7cb,whitaker_germania_1,CORN,capture 5
609a31059a144e609c4dbd21,robert price_home place_2,CORN,capture 1
609992f7387a19a3fc54544c,steve hunter_cameta_gin,CORN,capture2
60997f44c2088f9a8486bab2,steve hunter_cameta_peanut patch,CORN,capture 1
6099b4e9c2088f9a8486ce79,dunn farms_morgan city_MO-4,CORN,capture 1
6099ac6cbb8414fca0429fd1,dunn farms_morgan city_MO-7,CORN,capture 9
6099a875c2088f9a8486c91b,dunn farms_morgan city_MO-6,CORN,capture 1
609a2fbc0bc938007c8817a2,robert price_home place_1,CORN,capture 7
609a4dca1c88d3e708cc84ba,robert price_home place_2,CORN,capture 8
6099834349951d69a7895b19,dunn farms_morgan city_MO-6,CORN,capture 7
609a232f614500f7b7a8d28d,whitaker_germania_1,CORN,capture 8
609a47423871ac77fd1cd553,robert price_home place_2,CORN,capture 4
60995e26f0b97b5326416014,ra pickens_airport_bridewell,CORN,capture 4
609a1eeb8402336407ca220f,robert price_home place_1,CORN,capture 9
609a20cd49951d69a7898d80,robert price_home place_2,CORN,capture 2
6099ec645d65177a7e1283f0,dunn farms_morgan city_MO-7,CORN,capture 7
